username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
nikohannibal;2016-08-06 01:27;0;0;"Taking a casual selfie and, I kind of feel I'm very bad at it #badselfie #selfie #showingyouanyways pic.twitter.com/9TYX39tUik";;;#badselfie #selfie #showingyouanyways;"761652327073865728";https://twitter.com/nikohannibal/status/761652327073865728;https://pbs.twimg.com/media/CpHuv2wWAAEoq2y.jpg 
MS_ESOL_FCPS;2016-08-05 00:26;3;4;"Collaboration! SpEd and ESOL building cultures of support! #badselfie #R2Kickff #FCPSESOL pic.twitter.com/ljwbkKN9DD";;;#badselfie #R2Kickff #FCPSESOL;"761274589682999300";https://twitter.com/MS_ESOL_FCPS/status/761274589682999300;https://pbs.twimg.com/media/CpCXLwOWEAEN04E.jpg 
BigBroadSports;2016-08-04 22:38;0;0;"All we see is u. #BadSelfie https:// twitter.com/venicemase/sta tus/761245716966547456 …";;;#BadSelfie;"761247456264753152";https://twitter.com/BigBroadSports/status/761247456264753152;https://pbs.twimg.com/media/CpB79GPUsAETyBR.jpg 
detaled;2016-08-03 22:10;0;1;"Obligatory #badselfie http:// ift.tt/2aQnuX6 pic.twitter.com/GpFoiqSydt";;;#badselfie;"760877900270796800";https://twitter.com/detaled/status/760877900270796800;https://pbs.twimg.com/media/Co8uaqmWcAEfjeC.jpg 
reneeisafish;2016-08-03 21:03;0;0;"@gwenstefani you killed it last night. Detroit loves you!! #8mile #badselfie pic.twitter.com/Z8tbDW0lT5";;@gwenstefani;#8mile #badselfie;"760861108341268480";https://twitter.com/reneeisafish/status/760861108341268480;https://pbs.twimg.com/media/Co8fI6mXgAAuI-5.jpg 
brownprecollege;2016-08-01 16:11;1;1;"Safety first at BELL Alaska! #moose #badselfie #bellalaska #brownprecollege #alaska pic.twitter.com/lRD9gmWjHV";Warwick, RI;;#moose #badselfie #bellalaska #brownprecollege #alaska;"760062957631963137";https://twitter.com/brownprecollege/status/760062957631963137;https://pbs.twimg.com/media/CoxJOipXgAA3sIZ.jpg 
loireloire;2016-07-30 13:52;0;1;"I lost the night #hangover #why #ilostthenight #glasses #crookedglasses #selfie #bedselfie #badselfie #barelyalive pic.twitter.com/FNsiHYFnbt";;;#hangover #why #ilostthenight #glasses #crookedglasses #selfie #bedselfie #badselfie #barelyalive;"759303061642813440";https://twitter.com/loireloire/status/759303061642813440;https://pbs.twimg.com/media/ComWGcVXgAAb9Du.jpg 
JetSettingFools;2016-07-26 21:00;1;4;"Straddling Slovenia And Italy #travelpics #traveltuesday #rtw #badselfie pic.twitter.com/0B8zdW1Gp5";;;#travelpics #traveltuesday #rtw #badselfie;"757961407799369728";https://twitter.com/JetSettingFools/status/757961407799369728;https://pbs.twimg.com/media/CoTR4WMWgAAF0d3.jpg https://pbs.twimg.com/media/CoTR4UgWEAAPXcX.jpg 
isalu507;2016-07-20 22:30;0;5;"Badselfie i Bergsjön. Jag kan inte vara utan vatten så här länge. pic.twitter.com/6v66wrFUnR";;;;"755809657168531456";https://twitter.com/isalu507/status/755809657168531456;https://pbs.twimg.com/media/Cn0s3CaXEAAH8FF.jpg 
EamonCartine;2016-07-13 22:46;0;0;"Low angle selfie makes me feel masculine #badselfie pic.twitter.com/WRsMwubh0A";;;#badselfie;"753276881391259648";https://twitter.com/EamonCartine/status/753276881391259648;https://pbs.twimg.com/media/CnQtUj3XgAA0_Q0.jpg 
SheenAtEatInMag;2016-07-13 15:30;0;0;"The Christmas Specaloo-esque @HotelChocolat new chocolate? That's gonna make my #HCChristmas this year #badselfie pic.twitter.com/5PqlI0avOG";Camden Town, London;@HotelChocolat;#HCChristmas #badselfie;"753167247443693568";https://twitter.com/SheenAtEatInMag/status/753167247443693568;https://pbs.twimg.com/media/CnPJnRSWcAAT2o4.jpg 
cellster74;2016-07-11 07:51;1;1;"#badSelfie #lol just driving dolo around the city... Passed by the Water Nice view. The flash got in my eyes. pic.twitter.com/4bPdcE8mS5";;;#badSelfie #lol;"752326812496195584";https://twitter.com/cellster74/status/752326812496195584;https://pbs.twimg.com/media/CnDNO5NWYAABpj5.jpg 
darain39;2016-07-10 22:48;0;1;"I shaved ... Why God would u make me do this??? #Badselfie pic.twitter.com/DZnfMl5I1d";;;#Badselfie;"752190198218428417";https://twitter.com/darain39/status/752190198218428417;https://pbs.twimg.com/media/CnBQ-7jXEAA-cx5.jpg 
Bettelprinz;2016-07-10 15:46;0;8;"#Duschtweet #Badselfie oder das Bad hinter dem Account (leider ohne mich ) pic.twitter.com/8ArHVYgzVv";;;#Duschtweet #Badselfie;"752083960801427456";https://twitter.com/Bettelprinz/status/752083960801427456;https://pbs.twimg.com/media/Cm_wVtLWgAAgtoS.jpg 
3DMathW;2016-07-09 21:38;1;2;"#OnlineDating be like... https:// lovelaughtertruthblog.com/2016/01/30/nee dle-in-a-haystack-dating-for-the-divorced/ … #dating #pout #badselfie #troutpout pic.twitter.com/dtrPWQVk8x";;;#OnlineDating #dating #pout #badselfie #troutpout;"751810187674124288";https://twitter.com/3DMathW/status/751810187674124288;https://pbs.twimg.com/media/Cm73XqmWcAAOP1h.jpg 
SergioArmasgo;2016-07-09 20:16;0;0;"Este grano es mi mayor enemigo del día. #enemies4eva #badselfie #grumpycat http:// ift.tt/29DeGQU pic.twitter.com/PkLcCjhOxI";;;#enemies4eva #badselfie #grumpycat;"751789641007820800";https://twitter.com/SergioArmasgo/status/751789641007820800;https://pbs.twimg.com/media/Cm7ksX4XYAAVxJf.jpg 
snw111900;2016-07-06 05:21;0;0;"Just took this selfie... Never been good at taking them OMG #badselfie pic.twitter.com/djD8yj13oz";;;#badselfie;"750477211413585924";https://twitter.com/snw111900/status/750477211413585924;https://pbs.twimg.com/media/Cmo68A1UIAAsz-N.jpg 
Katiebeggsx11;2016-07-05 23:57;0;4;"He breaks me #badselfie pic.twitter.com/U75cKVaBAB";;;#badselfie;"750395741806399488";https://twitter.com/Katiebeggsx11/status/750395741806399488;https://pbs.twimg.com/media/Cmnw8Q3WIAAYHu8.jpg 
ChrissyXTL;2016-07-03 07:27;0;0;"Day at the amusement park #badselfie #magicsprings pic.twitter.com/AkLWKKCDvd";;;#badselfie #magicsprings;"749421853580496897";https://twitter.com/ChrissyXTL/status/749421853580496897;https://pbs.twimg.com/media/CmZ7D6VUMAApii_.jpg 
rustmedia;2016-07-02 00:52;0;0;"Today is the first time I regret giving up vending at festivals. #iwantedmoremetime #badselfie pic.twitter.com/W9iHGx5RXC";;;#iwantedmoremetime #badselfie;"748959895618289664";https://twitter.com/rustmedia/status/748959895618289664;https://pbs.twimg.com/media/CmTWlQLWIAA0D9a.jpg 
tonyernstesq;2016-06-30 19:49;1;11;"ni får en badselfie , trots att den är från italienska västkusten, alldeles för varmt i vattnet här dock pic.twitter.com/2k1VPv44Au";;;;"748521294753304576";https://twitter.com/tonyernstesq/status/748521294753304576;https://pbs.twimg.com/media/CmNIITFWMAAgZfY.jpg 
Always_Aims;2016-06-28 02:14;0;7;"Straight after my workout. Sweaty, hot, hair is a tangled mess as it fell out of its tie halfway through #badselfie pic.twitter.com/97KGnoDfB9";;;#badselfie;"747531090693226496";https://twitter.com/Always_Aims/status/747531090693226496;https://pbs.twimg.com/media/Cl_DjblUsAAyjWQ.jpg 
noyolaj627;2016-06-27 12:00;0;0;"Happy bday to me officially 16 #june27 #badselfie #givemeabreakits12oclock pic.twitter.com/e6HrWOSxag";;;#june27 #badselfie #givemeabreakits12oclock;"747316127206776832";https://twitter.com/noyolaj627/status/747316127206776832;https://pbs.twimg.com/media/Cl8ADU9UgAAsd0V.jpg 
Always_Aims;2016-06-27 05:01;0;5;"My last attempt at a #badselfie for the day @trek_ken Just came inside from catching a snake & releasing it. #sweaty pic.twitter.com/HIf76laqnZ";;@trek_ken;#badselfie #sweaty;"747210686434934784";https://twitter.com/Always_Aims/status/747210686434934784;https://pbs.twimg.com/media/Cl6gJd9UsAAxjjp.jpg 
Always_Aims;2016-06-26 18:37;0;3;"@trek_ken Another #badselfie w/the sun glaring in my face & struggling to keep my eyes open. Coffee. I need coffee pic.twitter.com/Qr8NbscP1q";;@trek_ken;#badselfie;"747053707368423424";https://twitter.com/Always_Aims/status/747053707368423424;https://pbs.twimg.com/media/Cl4RYZ6UoAArNi8.jpg 
PlumsOnAPlane;2016-06-25 02:31;0;0;"Tried to take a selfie, but we got bombarded by bugs whenever we stopped moving. #BadSelfie #DoubleChin pic.twitter.com/NNh65VnKpw";;;#BadSelfie #DoubleChin;"746448297578070017";https://twitter.com/PlumsOnAPlane/status/746448297578070017;https://pbs.twimg.com/media/ClvqqHhWgAA5rHJ.jpg 
nickyboyg;2016-06-24 15:56;0;0;"Just been Andy Murray on @Jaguar @fosgoodwood Wimbledon VR #badselfie pic.twitter.com/1WlhkGcGyj";;@Jaguar @fosgoodwood;#badselfie;"746288414211903488";https://twitter.com/nickyboyg/status/746288414211903488;https://pbs.twimg.com/media/CltZWvTWAAA5WuJ.jpg 
isalu507;2016-06-23 23:44;0;3;"Det går ju inte att låta. Det regnar och jag har ingen handduk. #badselfie pic.twitter.com/gU9M39XE3G";;;#badselfie;"746043805292498944";https://twitter.com/isalu507/status/746043805292498944;https://pbs.twimg.com/media/Clp63dDXEAA6rJ6.jpg 
ToddShimkus;2016-06-22 02:46;0;3;"I have a number of #badselfie pics to use to celebrate #NationalSelfieDay starting w/ this one from #NYC w/ the fam pic.twitter.com/DjemrThGoK";;;#badselfie #NationalSelfieDay #NYC;"745364821751795712";https://twitter.com/ToddShimkus/status/745364821751795712;https://pbs.twimg.com/media/ClgRWT8WgAAg1--.jpg 
DonnaMarie4me;2016-06-22 00:01;2;10;"My nerdy rendition of 'duck lips'! lol Happy Tuesday! #badselfie #EliteParamours #MatureCourtesans #SexyNerds pic.twitter.com/58nWwqt777";;;#badselfie #EliteParamours #MatureCourtesans #SexyNerds;"745323385459216385";https://twitter.com/DonnaMarie4me/status/745323385459216385;https://pbs.twimg.com/media/ClfrZCSVEAAMtbO.jpg 
TomHall;2016-06-21 20:07;10;98;"I am the reining King of the #BadSelfie ! Proof Positive: #MyDayInLA #NationalSelfieDay #TuesdayMotivation pic.twitter.com/Z7n9cN6IsQ";;;#BadSelfie #MyDayInLA #NationalSelfieDay #TuesdayMotivation;"745264457488576516";https://twitter.com/TomHall/status/745264457488576516;https://pbs.twimg.com/media/Cle2D2OUoAA5oU8.jpg https://pbs.twimg.com/media/Cle2DuEUoAAYRmI.jpg https://pbs.twimg.com/media/Cle2D4MVAAAeMHw.jpg https://pbs.twimg.com/media/Cle2DznUkAAueHc.jpg 
IamMrJ;2016-06-21 08:54;0;4;"Baron Scruff-face of Badselfie pic.twitter.com/4gApRwrpEm";;;;"745094914262900736";https://twitter.com/IamMrJ/status/745094914262900736;https://pbs.twimg.com/media/Clcb32JXEAAAtqy.jpg 
louise_henley;2016-06-20 14:30;1;3;"@kennythomas_uk sorry about the boat crashing in to your head ( #badselfie ) You rocked large @SPWeddingEvents on Sat pic.twitter.com/WBWFoelZdl";;@kennythomas_uk @SPWeddingEvents;#badselfie;"744817154382397441";https://twitter.com/louise_henley/status/744817154382397441;https://pbs.twimg.com/media/ClYfPtxUoAEj7_V.jpg 
_Dain_Bramage;2016-06-19 02:05;0;1;"#badselfie pic.twitter.com/BTn6WoSgUh";;;#badselfie;"744267438993211393";https://twitter.com/_Dain_Bramage/status/744267438993211393;https://pbs.twimg.com/media/ClQrSiKUoAAL6sG.jpg 
bobbysharma;2016-06-18 19:22;0;0;"#badselfie https:// twitter.com/historicalmage s/status/743882763053445121 …";;;#badselfie;"744165966448295936";https://twitter.com/bobbysharma/status/744165966448295936;https://pbs.twimg.com/media/ClLNbeiWEAABwdw.jpg 
notequal2;2016-06-17 08:53;0;2;"#hike with @antoarre to the top of #TortugasMountain . #badselfie pic.twitter.com/ufbYVNLKus";;@antoarre;#hike #TortugasMountain #badselfie;"743645241572360192";https://twitter.com/notequal2/status/743645241572360192;https://pbs.twimg.com/media/ClH1VtqUkAA_gum.jpg https://pbs.twimg.com/media/ClH1Y0YVEAArETQ.jpg https://pbs.twimg.com/media/ClH1XMTVAAAuIFX.jpg 
MattsBats;2016-06-17 06:37;2;9;"Wishing Klay Thompson &the @warriors good luck tonight in the #NBAFinals #badselfie pic.twitter.com/pVMIpyBNiG";;@warriors;#NBAFinals #badselfie;"743610911823380480";https://twitter.com/MattsBats/status/743610911823380480;https://pbs.twimg.com/media/ClHWLC4WMAAeMW8.jpg 
TomHall;2016-06-15 05:56;11;75;"I'm still the King of the #BadSelfie ! #MyDayInLA #SantaMonica pic.twitter.com/QB91ssUdIo";;;#BadSelfie #MyDayInLA #SantaMonica;"742875981023563777";https://twitter.com/TomHall/status/742875981023563777;https://pbs.twimg.com/media/Ck85w48UoAASUPj.jpg 
EctoMaster;2016-06-10 19:49;0;0;"Three franchises one company. Wonder what I'm about to go see. Third franchise is on the prosthetic #badselfie pic.twitter.com/QAqow5cPfk";;;#badselfie;"741273515006005248";https://twitter.com/EctoMaster/status/741273515006005248;https://pbs.twimg.com/media/CkmIUv_UoAErgEa.jpg 
VC7030;2016-06-06 16:17;0;0;"A classic example of a 'group-shot selfie' gone wrong. I don't do selfies anymore. #badselfie #iamaphotographer pic.twitter.com/OZNne1DJl5";;;#badselfie #iamaphotographer;"739770629503647744";https://twitter.com/VC7030/status/739770629503647744;https://pbs.twimg.com/media/CkQxduEUYAIgB7V.jpg 
iacommutersnob;2016-06-06 02:49;2;3;"@cityofames @AmesBicycles @AmesKidicalMass great day to ride #summerfestames w/ 30 cyclists of all ages! #badselfie pic.twitter.com/ZDbdeRzJGh";;@cityofames @AmesBicycles @AmesKidicalMass;#summerfestames #badselfie;"739567219542134785";https://twitter.com/iacommutersnob/status/739567219542134785;https://pbs.twimg.com/media/CkN4S0NVAAAIzeW.jpg 
na_cotic;2016-06-05 12:04;0;2;"#selfieslikeourparents #badselfie #selfie anyone else get amazing selfies like this from their parents? pic.twitter.com/R60ktg0QJT";;;#selfieslikeourparents #badselfie #selfie;"739344566294183936";https://twitter.com/na_cotic/status/739344566294183936;https://pbs.twimg.com/media/CkKt8-CUkAAVCX3.jpg 
j3nnyr;2016-06-04 20:41;1;1;"Paul @Specsavers #camberley truly is a legend! Thank you for excellent service with a smile #loveglasses #badselfie pic.twitter.com/gfnMmFS7YN";;@Specsavers;#camberley #loveglasses #badselfie;"739112435362201600";https://twitter.com/j3nnyr/status/739112435362201600;https://pbs.twimg.com/media/CkHa1M-WUAEtX4Y.jpg 
manja2810;2016-06-04 17:41;0;2;"#badselfie #dasistcool #noch4Wochen #homesweethome pic.twitter.com/jEqSZ7LpUG";;;#badselfie #dasistcool #noch4Wochen #homesweethome;"739066962362400768";https://twitter.com/manja2810/status/739066962362400768;https://pbs.twimg.com/media/CkGxeqwXAAAXGGc.jpg 
brandudeB;2016-06-04 08:37;0;1;"Is this a bad selfie? I dunno #BadSelfie pic.twitter.com/gMlojcIub8";;;#BadSelfie;"738930233538138112";https://twitter.com/brandudeB/status/738930233538138112;https://pbs.twimg.com/media/CkE1HQnUoAAVSl-.jpg 
iAdryanG_YT;2016-06-02 10:30;0;1;"#BadSelfie pic.twitter.com/GrOfFgMe8c";;;#BadSelfie;"738233842981609472";https://twitter.com/iAdryanG_YT/status/738233842981609472;https://pbs.twimg.com/media/Cj67xGmWYAAd5ES.jpg 
EilidhPinkChic;2016-06-02 02:48;0;9;"It's #GlobalRunningDay & i so just PB'd my 5K #Yaaas #BadSelfie pic.twitter.com/jzFq04pUOR";;;#GlobalRunningDay #Yaaas #BadSelfie;"738117588467777536";https://twitter.com/EilidhPinkChic/status/738117588467777536;https://pbs.twimg.com/media/Cj5SBKXWkAQ1Mut.jpg 
TomHall;2016-06-01 20:17;7;38;"Today's #JuneGloom has the advantage of happening in June #MyDayInLA #SantaMonica #KingOfTheBadSelfie #BadSelfie pic.twitter.com/jedUMnldfq";;;#JuneGloom #MyDayInLA #SantaMonica #KingOfTheBadSelfie #BadSelfie;"738019161188630528";https://twitter.com/TomHall/status/738019161188630528;https://pbs.twimg.com/media/Cj34gVfUoAAJ4gQ.jpg 
isalu507;2016-06-01 19:42;1;7;"#Badselfie med @pyttesyster ! pic.twitter.com/xBrvtw61se";;@pyttesyster;#Badselfie;"738010449921384448";https://twitter.com/isalu507/status/738010449921384448;https://pbs.twimg.com/media/Cj3wk7CUYAAaDr0.jpg 
11565Staats;2016-05-31 12:04;0;1;"#badselfie pic.twitter.com/KzH3Wp9MFQ";;;#badselfie;"737532761548816385";https://twitter.com/11565Staats/status/737532761548816385;https://pbs.twimg.com/media/Cjw-FyaVAAAJwUU.jpg 
j4;2016-05-29 14:35;1;6;"Unintentionally appropriate maternity tshirt! #badselfie pic.twitter.com/iV3npRoTq1";;;#badselfie;"736845834386604032";https://twitter.com/j4/status/736845834386604032;https://pbs.twimg.com/media/CjnNYYVW0AE-7RM.jpg 
ShaneG92;2016-05-28 19:21;0;0;"So I tried to look hot. #idk #diditwork #curepicture #badselfie http:// ift.tt/1qRHoDA pic.twitter.com/Mz4Y5Fwem6";;;#idk #diditwork #curepicture #badselfie;"736555621458292736";https://twitter.com/ShaneG92/status/736555621458292736;https://pbs.twimg.com/media/CjjFb16XAAACj3J.jpg 
RoxyG100;2016-05-27 21:24;0;1;"Is this front camera? #Liverpool #badselfie pic.twitter.com/4azFl3RXvv";;;#Liverpool #badselfie;"736224035449778176";https://twitter.com/RoxyG100/status/736224035449778176;https://pbs.twimg.com/media/CjeX2_WXEAEp-Po.jpg 
TomHall;2016-05-25 03:27;13;40;"#Study #Selfie takers aren't as Good Looking as they think they are http:// ind.pn/1s82izw #BadSelfie #MyDayInLA pic.twitter.com/vQpdc3EM3S";;;#Study #Selfie #BadSelfie #MyDayInLA;"735228299576672256";https://twitter.com/TomHall/status/735228299576672256;https://pbs.twimg.com/media/CjQOPH1VEAA0hmA.jpg 
zedster67;2016-05-24 03:06;0;6;"Ice cream season begins!!! #Hewitts #badselfie #smalltowntreasure #longweekend #caramelfudgebrownie pic.twitter.com/VDR4BrrYT3";Hewitt's Dairy Bar;;#Hewitts #badselfie #smalltowntreasure #longweekend #caramelfudgebrownie;"734860639286530052";https://twitter.com/zedster67/status/734860639286530052;https://pbs.twimg.com/media/CjK_tzeWkAETeoF.jpg 
isalu507;2016-05-21 20:52;0;2;"Hittade en sjö. #badselfie pic.twitter.com/9I7Pm0vLu3";;;#badselfie;"734041722456571905";https://twitter.com/isalu507/status/734041722456571905;https://pbs.twimg.com/media/Ci_XCqnWEAQIE92.jpg 
Ephemily;2016-05-20 21:43;0;1;"Showered, shaved, and shined up. Ready to hit the road for KC. #PlanetComicCon #badselfie pic.twitter.com/SecF1H0CAm";;;#PlanetComicCon #badselfie;"733692174005469185";https://twitter.com/Ephemily/status/733692174005469185;https://pbs.twimg.com/media/Ci6ZIVcWUAEGqLf.jpg 
ArlitiaJones;2016-05-20 12:37;1;1;"Me with moose butt. #badselfie pic.twitter.com/2K48eOovUg";;;#badselfie;"733554828526264320";https://twitter.com/ArlitiaJones/status/733554828526264320;https://pbs.twimg.com/media/Ci4cNx7U4AErnU8.jpg 
KatrinaMajkut;2016-05-19 19:32;0;0;"Objects May Appear Larger Than They Are #collage #illustration #art #childhood #bull #photography #BadSelfie pic.twitter.com/judrv5wk2N";;;#collage #illustration #art #childhood #bull #photography #BadSelfie;"733296814565281792";https://twitter.com/KatrinaMajkut/status/733296814565281792;https://pbs.twimg.com/media/Ci0xjkNXAAAs7r6.jpg 
_RubyyRiches;2016-05-15 22:49;2;10;"Get You a Ruby #BadSelfie pic.twitter.com/TKRlUjlzOj";;;#BadSelfie;"731896703473864707";https://twitter.com/_RubyyRiches/status/731896703473864707;https://pbs.twimg.com/media/Cig4FxTXAAA8h0J.jpg 
Mystic3rdi;2016-05-11 11:27;0;2;"This filter always looked good on everybody else, why not me?!? Uuugh, story of my life #BadSelfie #ItsNot4Me pic.twitter.com/MYBFaYyhUr";;;#BadSelfie #ItsNot4Me;"730275664335511552";https://twitter.com/Mystic3rdi/status/730275664335511552;https://pbs.twimg.com/media/CiJ12AiU4AI657X.jpg 
ToddShimkus;2016-05-08 19:46;0;6;"Our #MothersDay tradition = run/walk @KellysAngelsInc 5K w/ new twist taking #badselfie pic.twitter.com/CFdfy8i5tO";;@KellysAngelsInc;#MothersDay #badselfie;"729314077143642112";https://twitter.com/ToddShimkus/status/729314077143642112;https://pbs.twimg.com/media/Ch8LRhbWUAAkz1U.jpg 
isalu507;2016-05-06 15:55;0;7;"#badselfie pic.twitter.com/h88KIraq4s";;;#badselfie;"728531192505610240";https://twitter.com/isalu507/status/728531192505610240;https://pbs.twimg.com/media/ChxDPKuWMAAqBjQ.jpg 
RourkeLiz;2016-05-05 17:15;0;0;"Lovely beach but badly angled selfie.I feel it.You feel it. #badselfie how is this not a continuous #trend #selfie pic.twitter.com/hBCTPIC5rb";;;#badselfie #trend #selfie;"728188917887832064";https://twitter.com/RourkeLiz/status/728188917887832064;https://pbs.twimg.com/media/ChsL85rU4AAlRET.jpg 
MrMurseGaming;2016-05-05 10:56;0;3;"Also I am one handsome dude! Got all my hairs cut today! #sofreshsoclean #haircut #bluesteel #dadjokes #badselfie pic.twitter.com/DIxR2udEpC";;;#sofreshsoclean #haircut #bluesteel #dadjokes #badselfie;"728093592959393796";https://twitter.com/MrMurseGaming/status/728093592959393796;https://pbs.twimg.com/media/Chq1QX9VAAIV4ty.jpg 
leeannwine;2016-05-02 01:51;1;3;"We've renamed it to Hicha... #badselfie with @peterpdx after brunch @ChichaVancouver pic.twitter.com/fxxLmNSNhc";;@peterpdx @ChichaVancouver;#badselfie;"726869138887430148";https://twitter.com/leeannwine/status/726869138887430148;https://pbs.twimg.com/media/ChZbnXsU0AAHkL9.jpg 
Ella1D;2016-05-01 23:01;13;25;"And the WINNER of the @strapzy_ #badselfie competition is... @Lia_Sheehan For this beautiful close up! Congrats https:// twitter.com/lia_sheehan/st atus/726471103007326208 …";;@strapzy_ @Lia_Sheehan;#badselfie;"726826514830991362";https://twitter.com/Ella1D/status/726826514830991362;https://pbs.twimg.com/media/ChTxm2pXEAEoqMj.jpg 
Ella1D;2016-05-01 15:25;17;54;"Keep those #badselfie 's coming for your chance to win the @strapzy_ Flash so you will never take a #badselfie again! pic.twitter.com/Br3E0k7zvr";;@strapzy_;#badselfie #badselfie;"726711511218032640";https://twitter.com/Ella1D/status/726711511218032640;https://pbs.twimg.com/media/ChXMPL1WgAAD9T_.jpg 
cexling;2016-05-01 08:02;0;2;"#SabadoDeGanarSeguidores #SIGUEMEYTESIGO #siguemesipuedes #Badgirl #badselfie #goodnight pic.twitter.com/asS1TZZTka";;;#SabadoDeGanarSeguidores #SIGUEMEYTESIGO #siguemesipuedes #Badgirl #badselfie #goodnight;"726600264568827904";https://twitter.com/cexling/status/726600264568827904;https://pbs.twimg.com/media/ChVnCAPUoAAWgpl.jpg 
MeganSelley4427;2016-04-30 23:38;1;2;"@Ella1D @matty_selley @strapzy_ #badselfie pic.twitter.com/86PAukPZ1j";;@Ella1D @matty_selley @strapzy_;#badselfie;"726473365477810176";https://twitter.com/MeganSelley4427/status/726473365477810176;https://pbs.twimg.com/media/ChTzq6kWUAAzcix.jpg 
saviourxnjh;2016-04-30 23:33;1;0;"@Ella1D @strapzy_ omg #badselfie pic.twitter.com/VNuGiQ3Utc";;@Ella1D @strapzy_;#badselfie;"726471975179304961";https://twitter.com/saviourxnjh/status/726471975179304961;https://pbs.twimg.com/media/ChTyaAZW4AEGow3.jpg 
xhxnxlxzxl;2016-04-30 23:27;1;0;"@Ella1D @strapzy_ Hi Ella, as you can see I really am in need of one of those badboys ;) #badselfie pic.twitter.com/YVvdgGzcii";;@Ella1D @strapzy_;#badselfie;"726470427833438208";https://twitter.com/xhxnxlxzxl/status/726470427833438208;https://pbs.twimg.com/media/ChTxAQ3UkAA8jPX.jpg 
Ella1D;2016-04-30 22:58;41;95;"For your chance to WIN one of these bad boys, send me your worst selfie with the #badselfie and tag @strapzy_ pic.twitter.com/YZ916BTmOd";;@strapzy_;#badselfie;"726463198023540736";https://twitter.com/Ella1D/status/726463198023540736;https://pbs.twimg.com/media/ChTqa5cWYAUs_0v.jpg 
Ella1D;2016-04-30 20:58;17;53;"For your chance to WIN a @strapzy_ Flash... Come back to my Twitter at half 6 tonight!! Competition #badselfie pic.twitter.com/JRmT2rJGf0";;@strapzy_;#badselfie;"726433037005770761";https://twitter.com/Ella1D/status/726433037005770761;https://pbs.twimg.com/media/ChTO4lQWkAECpbC.jpg 
karakabangpow;2016-04-29 20:33;0;3;"Photo evidence of elusive freckles on my pale ass face! It's been so long, old friends #yay #badselfie #sunshine pic.twitter.com/UUBJzGzfVw";;;#yay #badselfie #sunshine;"726064442681626625";https://twitter.com/karakabangpow/status/726064442681626625;https://pbs.twimg.com/media/ChN_v15U0AEGmD0.jpg 
NikkiBeauchamp;2016-04-29 03:36;0;0;"My longtime stylist is away but fitting in some do time @eddiejrshairsalon #metime #badselfie #nbphoto pic.twitter.com/DFWxVmQRSG";;@eddiejrshairsalon;#metime #badselfie #nbphoto;"725808539957075972";https://twitter.com/NikkiBeauchamp/status/725808539957075972;https://pbs.twimg.com/media/ChKXBXNW4AEyqX_.jpg 
ChallengerWSM;2016-04-26 14:18;0;6;"Not all selfies on a stick work I guess. #badselfie #selfie #snowdon pic.twitter.com/n2Wp3x2K4N";Llanberis, Wales;;#badselfie #selfie #snowdon;"724882805814120448";https://twitter.com/ChallengerWSM/status/724882805814120448;https://pbs.twimg.com/media/Cg9NDOoWYAAbT4w.jpg 
shiningtext;2016-04-26 12:47;4;10;"Badselfie bitches pic.twitter.com/9v0Gdm3mn5";;;;"724859968529248256";https://twitter.com/shiningtext/status/724859968529248256;https://pbs.twimg.com/media/Cg84OukWwAAN6Oj.jpg 
mikecorl88;2016-04-24 17:25;0;0;"Half full flight means I'm flying "Southwest First Class" this morning back to Nashville! #badselfie pic.twitter.com/XlOGz5TvHx";;;#badselfie;"724204997945245697";https://twitter.com/mikecorl88/status/724204997945245697;https://pbs.twimg.com/media/Cgzkmi_WMAAfk_8.jpg 
stvrzflug;2016-04-23 14:34;1;14;"Dummes Badselfie , hi pic.twitter.com/UEulTEjj8w";;;;"723799735103049728";https://twitter.com/stvrzflug/status/723799735103049728;https://pbs.twimg.com/media/Cgt0ADqWsAAifb6.jpg 
madsta265;2016-04-22 15:01;0;0;"FINALLY warm enough to wear sunglasses #badselfie #spring pic.twitter.com/5ArQ9G20Rp";;;#badselfie #spring;"723444018248454145";https://twitter.com/madsta265/status/723444018248454145;https://pbs.twimg.com/media/CgowfiIUcAE0N9P.jpg 
AndrouxSmith;2016-04-20 10:39;1;9;"Weird picture, but the brow game was just too strong today. #BadSelfie #BombBrows pic.twitter.com/LSfsjEm26y";;;#BadSelfie #BombBrows;"722653436500697092";https://twitter.com/AndrouxSmith/status/722653436500697092;https://pbs.twimg.com/media/CgdhdxSW8AEsauy.jpg 
trailboss_;2016-04-20 09:33;1;0;"RP #thehillbilly #hillbillyhuntin #bear #missouri #trailcam #photo #badselfie by hillbillyhuntin on IG pic.twitter.com/pKVrUZdKw8";;;#thehillbilly #hillbillyhuntin #bear #missouri #trailcam #photo #badselfie;"722636886087450624";https://twitter.com/trailboss_/status/722636886087450624;https://pbs.twimg.com/media/CgdSa0XXEAAqXgB.jpg 
Sjhines1;2016-04-20 09:04;0;0;"#badselfie pic.twitter.com/KfhMAHKB3k";;;#badselfie;"722629541160562688";https://twitter.com/Sjhines1/status/722629541160562688;https://pbs.twimg.com/media/CgdLuVNUAAAK8gC.jpg 
